Order,Symbol,Name,EPS Rating,RS Rating,Industry Name,ROE,P/E,EPS Due Date,Sales % Chg Lst Qtr,EPS % Chg Last Qtr,EPS % Chg 1 Q Ago,EPS % Chg 2 Q Ago,Funds % Increase,Market Cap (mil),Comp Rating,A/D Rating,SMR Rating,Ind Group Rank,Ind Group RS
962,EPD,Enterprise Pdts Partners,80,49,Oil&Gas-Transprt/Pipelne,20.4,11,1/30/2025,15,8,12,5,-1.8,63589.8,75,C-,A,66,B
963,EPM,Evolution Petroleum,54,35,Oil&Gas-U S Expl&Prod,5.3,41,11/12/2024,17,200,-93,-89,-3.9,178.4,45,C,D,134,C-
964,EPR,EPR Properties,88,44,Finance-Property REIT,6.9,-,2/19/2025,-5,-12,-8,-14,-1.4,3451.8,68,C+,C,67,B
965,EPRT,Essential Prop Realty Tr,66,81,Finance-Property REIT,7,-,2/12/2025,28,2,5,5,1.2,5575.5,87,C-,A,67,B
966,EQC,Equity Commonwealth,26,41,Finance-Property REIT,3.5,-,2/5/2025,-8,-4,9,9,-2,2142.4,44,B-,C,67,B
967,EQH,Equitable Holdings,86,87,Finance-Investment Mgmt,83.7,8,2/5/2025,-15,33,22,49,1.5,14226,93,C+,A,36,A-
968,EQIX,Equinix,90,77,Finance-Property REIT,8.1,-,2/12/2025,7,11,15,3,0.6,87706.6,90,B+,B,67,B
969,EQNR,Equinor ADR,66,13,Oil&Gas-Integrated,22.1,7,2/5/2025,-2,-19,-6,-23,-11.9,67430.2,23,E,B,165,D
970,EQR,Equity Residential,52,67,Finance-Property REIT,7.5,-,2/4/2025,3,2,3,7,2.2,27309.1,56,E,B,67,B
971,EQT,EQT,70,54,Oil&Gas-Integrated,7.3,28,2/12/2025,8,-60,-,-52,6.4,22399.5,55,B+,D,165,D
972,EQX,Equinox Gold,20,57,Mining-Gold/Silver/Gems,0.9,107,11/6/2024,-1,-,-,-50,0,1737.8,55,D+,C,14,A+
973,ERAS,Erasca,21,89,Medical-Biomed/Biotech,-34.3,-,11/6/2024,-,-,-,-,8.6,830.6,69,A,-,34,A-
974,ERIC,Ericsson ADR,35,94,Telecom-Infrastructure,9.4,-,1/24/2025,3,57,-,-13,4.7,27880.7,73,C,D,2,A+
975,ERIE,Erie Indemnity Cl A,93,59,Insurance-Brokers,28.7,38,2/20/2025,16,22,39,44,11,18877.8,73,E,A,102,C+
976,ERII,Energy Recovery,92,82,Machinery-Gen Industrial,14.2,31,3/6/2025,4,5,-,-,2.1,1103.4,89,B-,A,84,B-
977,ERJ,Embraer ADR,70,95,Aerospace/Defense,3,35,11/8/2024,16,38,-,75,1.7,6284.8,93,C-,C,43,A-
978,ERO,Ero Copper,42,65,Mining-Metal Ores,12.6,19,3/13/2025,19,50,-25,-25,-1.4,1922.2,53,C,B,132,C-
979,ES,Eversource Energy,64,41,Utility-Electric Power,10.2,20,2/12/2025,10,-,-5,6,-1.7,22182.8,47,D+,C,23,A
980,ESAB,ESAB,83,91,Machinery-Gen Industrial,18.4,26,3/11/2025,-1,16,9,15,0.3,7658.8,85,B-,B,84,B-
981,ESI,Element Solutions,86,82,Chemicals-Specialty,13.5,20,2/25/2025,8,8,16,13,2.7,6744.2,82,D+,B,79,B
982,ESNT,Essent Group,74,23,Finance-Mrtg&Rel Svc,14.6,8,2/7/2025,7,-1,19,7,0,5700.2,47,D-,A,133,C-
983,ESPR,Esperion Therapeutics,71,76,Medical-Biomed/Biotech,-,-,11/7/2024,186,-,-,-,25.6,416,74,A-,-,34,A-
984,ESRT,Empire State Realty Tr,32,67,Finance-Property REIT,5.5,-,2/19/2025,4,4,-8,31,-0.5,1803.3,54,C,C,67,B
985,ESS,Essex Property Trust,69,76,Finance-Property REIT,7.3,-,1/29/2025,8,3,5,5,2.1,18701.7,70,D-,B,67,B
986,ESTA,Establishment Labs Hldgs,19,83,Medical-Products,-1537.8,-,11/7/2024,-9,-,-,-,3.2,1338.5,48,B,E,68,B
987,ESTC,Elastic,48,13,Computer Sftwr-Database,21.7,64,11/29/2024,18,40,-5,112,1.5,8466.2,51,D+,A,11,A+
988,ET,Energy Transfer,65,67,Oil&Gas-Transprt/Pipelne,11.3,14,11/6/2024,13,40,0,9,11.9,57835.7,72,C-,C,66,B
989,ETD,Ethan Allen,62,22,Retail-Home Furnishings,13.4,12,1/23/2025,-6,-8,-27,-44,-2.7,711.5,36,B-,C,131,C-
990,ETHE,Grayscale Ethereum Tr ETF,0,46,Finance-Publ Inv Fd-Eqt,-,-,-,-,17,171,157,50,3810.3,-,C-,-,120,C
991,ETN,Eaton Corp. PLC,93,84,Electrical-Power/Equipmt,20.3,32,1/30/2025,8,15,24,28,-1.5,133372.1,92,B-,A,59,B+
992,ETNB,89bio,25,59,Medical-Biomed/Biotech,-41.3,-,11/7/2024,-,-,-,-,-1.6,977.5,42,C+,-,34,A-
993,ETR,Entergy,58,90,Utility-Electric Power,10.5,22,2/19/2025,-6,-9,4,-5,0.9,31208.5,76,C,C,23,A
994,ETSY,Etsy,50,15,Retail-Internet,-,27,2/20/2025,4,-30,-9,-9,-27.8,5931.7,35,B-,B,61,B+
995,ETW,Eaton Vance Tax-Mngd Opp,0,57,Finance-Publ Inv Fd-Glbl,-,-,12/26/2024,-,12,4,8,0,913.6,-,D,-,129,C-
996,ETWO,E2open Parent,41,11,Computer Sftwr-Enterprse,3.3,17,1/14/2025,-4,25,-20,-29,1.2,967.2,31,B-,D,33,A-
997,ETY,Eaton Vance Tax-Mng Div,0,67,Finance-Publ Inv Fd-Eqt,-,-,11/4/2024,-,18,20,13,14.3,2279.7,-,B,-,120,C
998,EU,enCore Energy,44,21,Mining-Metal Ores,-12.9,-,11/26/2024,-,-,-,-,4.5,645.2,29,B-,-,132,C-
999,EVC,Entravision Comms,61,31,Media-Radio/Tv,-11.9,-,11/6/2024,12,-,-,-,-3.6,221.4,39,B+,D,164,D
1000,EVER,EverQuote,81,57,Insurance-Diversified,-54.5,53,3/3/2025,163,-,-,-,-0.4,631.9,55,C-,C,90,B-
1001,EVEX,Eve Holding,16,6,Aerospace/Defense,-56.5,-,3/13/2025,-,-,-,-,1.3,777.6,18,A-,-,43,A-
1002,EVGO,EVgo Cl A,21,99,Electrical-Power/Equipmt,-,-,11/12/2024,32,-,-,-,3.4,2272.7,65,B+,-,59,B+
1003,EVH,Evolent Health Cl A,80,19,Computer Sftwr-Medical,10.1,20,11/7/2024,38,114,62,92,-1.3,2741,51,B-,B,139,C-
1004,EVLV,Evolv Technologies,42,5,Security/Sfty,-29,-,11/6/2024,29,-,-,-,-5,354.5,29,C,D,52,B+
1005,EVOK,Evoke Pharma,62,16,Medical-Biomed/Biotech,-1035.4,-,11/7/2024,126,-,-,-,-11.1,4.2,45,B,D,34,A-
1006,EVR,Evercore Cl A,84,93,Finance-Invest Bnk/Bkrs,17.8,34,1/29/2025,29,57,89,-1,3,10421,98,B,A,10,A+
1007,EVRG,Evergy,72,67,Utility-Electric Power,8.5,17,11/7/2024,7,11,-8,-10,2.8,14041.2,80,B,C,23,A
1008,EVRI,Everi Holdings,28,82,Finance-CrdtCard/PmtPr,65.7,15,11/6/2024,-8,-73,-88,-25,-7.4,1139.1,68,B+,B,69,B
1009,EVTC,Evertec,86,19,Finance-CrdtCard/PmtPr,34.8,11,11/6/2024,27,17,4,-6,-0.5,2074.2,59,D-,A,69,B
1010,EVV,Eaton Vance Ltd Duration,0,51,Finance-Publ Inv Fd-Bond,-,-,1/7/2025,-,6,2,1,-3.8,1203.9,-,B+,-,148,D+
1011,EW,Edwards Lifesciences,92,20,Medical-Products,22.7,25,1/30/2025,9,22,25,11,-5.7,40174.1,56,C-,A,68,B
1012,EWBC,East West Bancorp,75,91,Banks-West/Southwest,18.8,12,1/23/2025,2,3,-6,-10,1.9,13546.6,93,A,B,28,A
1013,EWCZ,European Wax Center,88,10,Cosmetics/Personal Care,27.8,17,11/6/2024,1,-14,100,-90,-7.1,463.4,34,B-,B,173,D-
1014,EWTX,Edgewise Therapeutics,25,99,Medical-Biomed/Biotech,-30.1,-,11/7/2024,-,-,-,-,1.8,3370.2,79,A+,-,34,A-
1015,EXAI,Exscientia ADR,11,26,Medical-Biomed/Biotech,-35.5,-,11/13/2024,46,-,-,-,0,654.5,33,B,E,34,A-
1016,EXAS,Exact Sciences,29,77,Medical-Biomed/Biotech,-6.6,-,2/25/2025,13,-,-,-,-2,13212.8,73,A-,D,34,A-
1017,EXC,Exelon,60,41,Utility-Diversified,9.4,16,2/19/2025,3,6,15,-3,0.6,38655.9,53,B-,B,118,C
1018,EXE,Expand Energy,6,65,Oil&Gas-U S Expl&Prod,7.1,42,2/25/2025,-57,-85,-98,-70,-5.3,20023.7,30,B-,D,134,C-
1019,EXEL,Exelixis,89,95,Medical-Biomed/Biotech,12.2,19,2/11/2025,14,370,171,6,-0.6,9929.6,99,A+,A,34,A-
1020,EXG,Eaton Vance Tax-Mgd Glbl,0,51,Finance-Publ Inv Fd-Glbl,-,-,1/14/2025,-,4,8,-6,4.2,2569.7,-,C-,-,129,C-
1021,EXK,Endeavour Silver,5,98,Mining-Gold/Silver/Gems,0.4,157,3/3/2025,8,-,-,-67,3.6,1155.6,82,B+,C,14,A+
1022,EXLS,ExlService Holdings,95,91,Comml Svcs-Outsourcing,29.2,27,2/27/2025,15,19,11,9,1.4,6930.8,98,B+,A,72,B
1023,EXP,Eagle Materials,90,88,Bldg-Cement/Concrt/Ag,38.4,21,1/23/2025,0,1,16,-20,0.4,9941.5,92,B,A,65,B
1024,EXPD,Expeditors Intl of Wash,54,46,Transportation-Logistics,27.4,24,2/18/2025,37,41,-5,-19,-0.9,17220.3,69,D+,B,58,B+
1025,EXPE,Expedia Group,74,90,Leisure-Travel Booking,74.3,15,11/7/2024,6,21,-,37,-1.3,21462.6,96,A-,A,17,A
1026,EXPI,eXp World Holdings,32,76,Real Estate Dvlpmt/Ops,-2.7,-,11/7/2024,5,33,-,-,-3.1,2236.8,69,B+,D,19,A
1027,EXPO,Exponent,78,62,Comml Svcs-Consulting,28.6,49,1/30/2025,2,2,10,16,0,4982.2,65,D-,A,92,B-
1028,EXR,Extra Space Storage,44,80,Finance-Property REIT,9.1,-,2/19/2025,10,2,0,-3,-2.2,35718.3,70,C-,A,67,B
1029,EXTR,Extreme Networks,37,77,Computer-Networking,61.1,109,1/29/2025,-24,-51,-,-,0.6,2020.3,69,B-,C,25,A
1030,EYE,National Vision,66,10,Retail-Specialty,5.1,21,11/6/2024,5,25,11,-,-2.1,959.3,47,A-,C,18,A
1031,EYPT,EyePoint Pharmaceuticals,19,59,Medical-Biomed/Biotech,-38.3,-,11/6/2024,4,-,-,-,-5.2,790.6,37,B-,D,34,A-
1032,EZPW,Ezcorp Cl A,90,72,Finance-Consumer Loans,9.9,10,11/13/2024,10,15,22,29,-2,629,87,B-,B,81,B-
1033,F,Ford Motor,86,26,Auto Manufacturers,18.9,6,1/30/2025,5,26,-35,-20,-0.8,42137.6,44,D+,B,143,D+
1034,FA,First Advantage,70,59,Comml Svcs-Staffing,14.3,18,11/12/2024,0,-13,-11,-3,6.9,2515.5,48,E,B,152,D+
1035,FAF,First American Financial,46,59,Insurance-Prop/Cas/Titl,8.4,17,2/12/2025,-5,10,-6,-21,-1.9,6488.2,50,C,D,82,B-
1036,FANG,Diamondback Energy,94,26,Oil&Gas-U S Expl&Prod,20.6,10,2/25/2025,13,-38,23,10,-0.4,51414.3,56,C,B,134,C-
1037,FANUY,Fanuc ADR,45,35,Machinery-Mtl Hdlg/Autmn,8.3,137,1/22/2025,2,50,0,-33,-6.3,27702,-,B+,-,85,B-
1038,FAST,Fastenal,68,80,Machinery-Tools & Rel,35.5,39,1/17/2025,3,0,-2,0,-3.9,44736.7,76,C-,A,75,B
1039,FATE,Fate Therapeutics,17,8,Medical-Biomed/Biotech,-37.8,-,11/6/2024,628,-,-,-,-6.7,305.2,18,D,D,34,A-
1040,FBIN,Fortune Brands Innovation,73,78,Bldg-Constr Prds/Misc,23,21,11/6/2024,7,8,20,-11,-0.7,10623.6,73,D+,B,105,C+
1041,FBLA,FB Bancorp,37,35,Banks-Southeast,0.7,199,-,10,-,-,0,-,237.1,46,-,C,30,A
1042,FBLG,FibroBiologics,33,4,Medical-Biomed/Biotech,-,-,11/27/2024,-,-,-,-,89.7,114.3,19,B,-,34,A-
1043,FBP,First BnCp Puerto Rico,88,65,Banks-Southeast,21.5,11,1/24/2025,2,-2,24,13,-0.9,3192.1,81,D+,B,30,A
1044,FBRT,Franklin BSP Realty Tr,9,38,Finance-Property REIT,9.3,14,2/19/2025,-,0,-,-20,1.7,1061.3,38,C,D,67,B
1045,FCF,First Commonwealth Fincl,57,74,Banks-Northeast,14.6,11,2/4/2025,-1,-21,-14,-18,-3.6,1698.2,76,B-,B,12,A+
1046,FCFS,FirstCash Holdings,85,21,Finance-Consumer Loans,14.3,17,1/30/2025,6,7,12,0,-0.6,4792,57,C-,B,81,B-
1047,FCPT,Four Corners Property Tr,51,70,Finance-Property REIT,8,-,2/12/2025,3,2,2,5,1,2582.5,61,D-,A,67,B
1048,FCX,Freeport-McMoRan,78,72,Mining-Metal Ores,13.8,33,1/22/2025,17,-3,31,-38,-3.5,67517.9,76,C+,A,132,C-
1049,FDMT,4D Molecular Therap,35,3,Medical-Biomed/Biotech,-37.4,-,11/6/2024,-96,-,-,-,-4.7,436,13,E,D,34,A-
1050,FDP,Fresh Del Monte Produce,94,88,Food-Misc Preparation,5.4,14,2/19/2025,2,120,10,-38,0.5,1597.4,85,B+,D,128,C-
1051,FDS,FactSet Research Systems,93,54,Comml Svcs-Market Rsrch,36,28,12/17/2024,5,24,15,11,-1.8,17776.9,86,B+,A,111,C+
1052,FDUS,Fidus Investment,67,26,Finance-Investment Mgmt,12.6,8,2/27/2025,12,-10,-8,-2,0,602.7,61,D+,B,36,A-
1053,FDX,FedEx,58,46,Transport-Air Freight,16.7,16,12/19/2024,0,-21,10,13,-0.7,67291.4,45,B,C,182,D-
1054,FE,FirstEnergy,67,54,Utility-Electric Power,14.3,16,2/6/2025,7,-3,19,-8,-0.2,24147.7,65,E,B,23,A
1055,FERG,Ferguson Enterprises,86,49,Bldg-Constr Prds/Misc,37,21,12/10/2024,1,8,5,-9,-2.6,40571.4,65,B-,B,105,C+
1056,FF,FutureFuel,43,88,Chemicals-Specialty,12.6,7,11/8/2024,-15,-,-79,56,3.1,264.3,67,C+,C,79,B
1057,FFBC,First Finl Bancorp OH,59,72,Finance-Savings & Loan,12.2,10,1/23/2025,-5,0,-10,-22,0.5,2466.3,69,C-,B,41,A-
1058,FFIN,First Fincl Bankshares,70,78,Banks-West/Southwest,14.4,25,1/23/2025,7,11,3,0,0.7,5248.3,88,B,A,28,A
1059,FFIV,F5,69,89,Internet-Network Sltns,26.8,17,1/28/2025,6,5,5,15,0.9,13575.5,92,B+,A,8,A+
1060,FFWM,First Foundation,17,49,Banks-West/Southwest,1.7,39,2/4/2025,-,-20,-14,-87,-2.5,444.4,36,B-,D,28,A
1061,FGL,Founder Group,80,25,Energy-Solar,62.8,38,-,124,100,100,100,-,51.3,51,-,A,161,D
1062,FHB,First Hawaiian,49,78,Banks-West/Southwest,9.9,15,1/24/2025,3,4,-2,-19,0.2,3248.3,77,B,B,28,A
1063,FHI,Federated Hermes,88,82,Finance-Investment Mgmt,27.5,10,1/23/2025,1,23,19,14,-1.6,3308.5,94,B+,A,36,A-
1064,FHN,First Horizon,72,83,Banks-Southeast,9.7,12,1/17/2025,6,56,-8,-22,0,9249.5,86,B,C,30,A
1065,FI,Fiserv,95,92,Financial Svcs-Specialty,15.3,24,2/11/2025,7,17,18,19,-0.3,115501.7,96,A-,A,13,A+
1066,FIBK,First Interstate Banc,33,70,Banks-West/Southwest,8.2,13,1/29/2025,-1,-23,-11,6,0.5,3176.2,60,C+,C,28,A
1067,FIGS,FIGS,20,62,Apparel-Clothing Mfg,6.8,63,11/7/2024,4,-50,0,0,-4.2,1079.8,39,B,C,127,C-
1068,FIHL,Fidelis Insurance Hldgs,17,72,Insurance-Prop/Cas/Titl,18,6,11/12/2024,19,-30,-1,4,9.7,2067.8,53,C-,B,82,B-
1069,FINV,FinVolution Group ADR,55,84,Financial Svcs-Specialty,18.5,5,11/19/2024,3,11,-19,0,1.7,1796.1,83,B,A,13,A+
1070,FIP,FTAI Infrastructure,19,94,Transportation-Equip Mfg,-23.4,-,2/26/2025,3,-,-,-,8.5,908.6,50,C+,D,94,B-
1071,FIS,Fidelity Natl Info Svcs,86,88,Financial Svcs-Specialty,8.6,18,2/18/2025,3,49,65,65,-1.1,47229.6,91,D-,B,13,A+
1072,FITB,Fifth Third Bancorp,56,84,Banks-Super Regional,14.4,12,1/21/2025,-1,-8,-1,-6,-0.7,29210.6,68,D,B,70,B
1073,FIVE,Five Below,59,17,Retail-Discount&Variety,20.2,19,11/27/2024,9,-36,-3,19,-11.9,5153.3,25,B,B,196,E
1074,FIVN,Five9,89,5,Computer Sftwr-Enterprse,35.4,14,11/7/2024,13,0,17,13,-10,2293.6,51,D,A,33,A-
1075,FIX,Comfort Systems USA,99,95,Bldg-A/C & Heating Prds,27.5,31,2/20/2025,32,49,94,78,2.8,14628,99,B-,A,48,A-
1076,FL,Foot Locker,7,22,Retail-Apparel/Shoes/Acc,4.3,29,11/15/2024,2,-,-69,-61,0,2322,12,B-,D,110,C+
1077,FLEX,Flex Ltd,92,93,Elec-Contract Mfg,12,18,1/29/2025,-6,276,21,30,4.2,14111.4,93,A-,D,56,B+
1078,FLG,Flagstar Financial,4,15,Finance-Savings & Loan,7.1,-,1/29/2025,-40,-,-,-,-10.3,3923,8,C-,D,41,A-
1079,FLNC,Fluence Energy,72,88,Energy-Alternative/Other,-16.7,-,12/5/2024,-10,-,-,-,-2.3,4046.6,86,B,D,4,A+
1080,FLNG,Flex LNG,89,14,Oil&Gas-Transprt/Pipelne,15.7,9,11/29/2024,-2,8,8,-31,-1.8,1244.9,43,E,B,66,B
1081,FLO,Flowers Foods,65,23,Food-Packaged,18.3,18,11/8/2024,0,9,0,-13,-0.7,4717.4,46,B+,B,144,D+
1082,FLR,Fluor,65,90,Bldg-Heavy Construction,25.4,18,11/8/2024,7,12,68,58,4.4,9350.6,93,A-,B,9,A+
1083,FLS,Flowserve,84,87,Machinery-Gen Industrial,14.8,21,2/25/2025,4,24,40,45,1.8,7265.1,91,B+,B,84,B-
1084,FLUT,Flutter Entertainment,36,82,Leisure-Gaming/Equip,-2.5,-,11/12/2024,20,56,-86,-,-8.6,40725.2,72,A,C,126,C
1085,FLWS,1-800-FLOWERS.com Cl A,12,19,Retail-Mail Order&Direct,2.5,60,1/30/2025,-10,-,-,-,-1.9,533,2,D-,D,192,E
1086,FLYW,Flywire,18,15,Finance-CrdtCard/PmtPr,-1.4,-,11/7/2024,22,-,-,-,-3,2234.7,29,B,C,69,B
1087,FMC,FMC,77,54,Chemicals-Agricultural,11.7,25,2/11/2025,9,57,26,-80,-5.9,7942,56,C-,C,141,D+
1088,FMS,Fresenius Medical Care,76,54,Medical-Outpnt/Hm Care,5.4,12,11/5/2024,2,53,18,33,-4.7,11930.2,60,B-,C,117,C
1089,FMX,Fomento Econ Mex ADR,84,12,Beverages-Non-Alcoholic,13.5,12,3/3/2025,-4,-16,18,-58,-0.3,34433.2,36,E,B,88,B-
1090,FN,Fabrinet,97,81,Elec-Contract Mfg,20.2,25,2/10/2025,17,20,30,23,-1.4,8349.8,93,D,A,56,B+
1091,FNA,Paragon 28,9,7,Medical-Products,-33.2,-,11/12/2024,20,-,-,-,2.6,522.1,18,B+,D,68,B
1092,FNB,FNB Corp,55,65,Banks-Northeast,9.8,10,1/28/2025,1,-15,-13,-15,-0.9,5231.8,67,D-,B,12,A+
1093,FND,Floor & Decor Cl A,52,65,Retail/Whlsle-Bldg Prds,13.7,60,2/20/2025,1,-21,-21,-30,1.4,11658.2,50,C-,C,119,C
1094,FNF,Fidelity National Finl,84,78,Insurance-Prop/Cas/Titl,14.8,15,11/6/2024,3,23,36,-26,-1.7,16268.1,83,C,B,82,B-
1095,FNKO,Funko Cl A,72,93,Leisure-Toys/Games/Hobby,-15.1,-,11/7/2024,3,-,-,-,0,619.8,81,B-,E,40,A-
1096,FNMAS,Fan Mae Fixed-to-Fl Pfd S,45,94,Finance-Mrtg&Rel Svc,25.2,126,-,-9,0,0,0,-3.4,5859.9,-,C+,-,133,C-
1097,FNV,Franco-Nevada,59,65,Mining-Gold/Silver/Gems,11.2,41,11/6/2024,-21,-21,-10,5,-3,25720.1,76,B-,B,14,A+
1098,FOLD,Amicus Therapeutics,72,54,Medical-Biomed/Biotech,-32.9,1174,11/6/2024,34,-,-,-,-1.4,3482,75,B-,C,34,A-
1099,FORD,Forward Industries,3,7,Containers/Packaging,43.3,5,12/19/2024,-9,-,-,-,0,4,6,C,C,100,C+
1100,FORM,FormFactor,83,20,Elec-Semiconductor Equip,6.6,36,2/5/2025,21,59,150,13,-4.6,3036,38,E,B,189,E
1101,FOUR,Shift4 Payments,96,94,Finance-CrdtCard/PmtPr,49.1,29,11/12/2024,30,30,6,62,-2.2,7974.3,98,B+,A,69,B
1102,FOX,Fox Corp Cl B,78,86,Media-Diversified,15.6,11,2/5/2025,11,33,2,16,2.1,18629.5,93,A,C,55,B+
1103,FOXA,Fox Corp Cl A,78,86,Media-Diversified,15.6,12,2/5/2025,11,33,2,16,0.4,19976.6,92,B+,B,55,B+
1104,FOXF,Fox Factory Holding,18,8,Leisure-Products,14.3,23,2/20/2025,8,-67,-69,-76,-5.2,1426.8,2,D-,C,171,D-
1105,FPH,Five Point Holdings,13,90,Real Estate Dvlpmt/Ops,8.6,6,3/12/2025,-74,-22,-38,-,-3.4,606.3,78,A-,B,19,A
1106,FPI,Farmland Partners,6,76,Finance-Property REIT,5.6,-,3/12/2025,15,-,-,100,-2.3,595.9,69,B+,B,67,B
1107,FR,First Indl Realty Trust,82,54,Finance-Property REIT,10.9,-,2/5/2025,8,10,8,2,-1.1,7021.1,80,B-,A,67,B
1108,FRME,First Merchants,48,62,Banks-Midwest,11.1,11,1/23/2025,-3,-1,-33,-24,1.1,2199.6,64,C+,B,39,A-
1109,FRO,Frontline,12,13,Oil&Gas-Transprt/Pipelne,25.8,9,11/29/2024,8,-34,-29,-52,-4.2,4223.1,15,E,B,66,B
1110,FROG,JFrog,77,18,Computer Sftwr-Enterprse,8.6,47,11/7/2024,22,36,167,375,-10.8,3360.2,64,B,A,33,A-
1111,FRPT,Freshpet,73,94,Food-Packaged,-3,158,3/3/2025,26,-,-,-,3.8,7349.5,86,B+,C,144,D+
1112,FRSH,Freshworks Cl A,69,15,Computer Sftwr-Enterprse,7.4,37,11/6/2024,20,14,233,700,-2.7,3758,55,C+,B,33,A-
1113,FRT,Federal Realty Invt Trust,71,57,Finance-Property REIT,8,-,2/17/2025,6,4,1,3,-2.5,9663,66,D,B,67,B
1114,FSCO,FS Credit Opportunities,0,62,Finance-Publ Inv Fd-Bond,-,-,-,-,3,8,12,-14.3,1307.2,-,D+,-,148,D+
1115,FSK,FS KKR Capital,55,44,Finance-Investment Mgmt,13.2,7,11/6/2024,-5,-6,-6,-15,0,5682.5,60,D,A,36,A-
1116,FSLR,First Solar,71,83,Energy-Solar,13.3,19,2/20/2025,11,16,104,450,2.5,23112.5,75,C,A,161,D
1117,FSLY,Fastly Cl A,16,11,Computer Sftwr-Enterprse,-2.2,-,11/6/2024,8,-,-,-,-2.3,1047.7,25,B+,D,33,A-
1118,FSM,Fortuna Mining,93,86,Mining-Gold/Silver/Gems,5.4,13,11/6/2024,64,900,125,167,2.7,1457.1,96,B-,B,14,A+
1119,FSS,Federal Signal,94,44,Security/Sfty,17.1,26,3/4/2025,6,24,42,39,2,5170.2,78,D+,A,52,B+
1120,FTAI,FTAI Aviation,38,98,Aerospace/Defense,251.1,-,2/20/2025,60,130,-,41,11.4,14221.6,89,B,A,43,A-
1121,FTDR,Frontdoor,90,92,Bldg-Maintenance & Svc,190.8,17,2/26/2025,3,47,46,59,7.1,4195,96,A,A,47,A-
1122,FTI,TechnipFMC,82,72,Oil&Gas-Machinery/Equip,6.3,19,2/19/2025,14,205,330,2100,1.7,11337.3,79,C,B,167,D
1123,FTNT,Fortinet,99,90,Computer Sftwr-Security,-,41,11/7/2024,11,50,26,16,0.2,59601.6,95,C-,A,121,C
1124,FTRE,Fortrea Holdings,6,5,Medical-Research Eqp/Svc,4.6,49,11/8/2024,-9,-,-,-79,-0.2,1532.2,1,D-,D,145,D+
1125,FTS,Fortis,70,51,Utility-Diversified,7.4,32,2/7/2025,2,1,8,2,-1.6,21731.4,55,C,C,118,C
1126,FTV,Fortive,88,31,Machinery-Gen Industrial,12.2,19,1/30/2025,3,14,9,11,-3.2,24768.7,46,E,B,84,B-
1127,FUL,H.B. Fuller,86,23,Chemicals-Specialty,12.9,18,1/15/2025,2,7,20,22,1,4063.2,44,E,C,79,B
1128,FULC,Fulcrum Therapeutics,46,3,Medical-Biomed/Biotech,-44.8,-,11/13/2024,8991,-,-,-,20.6,207.2,31,B-,D,34,A-
1129,FULT,Fulton Financial,82,74,Banks-Super Regional,11,10,1/21/2025,18,16,0,3,1.8,3343.4,89,A-,A,70,B
1130,FUN,Six Flags Entertainment,8,38,Leisure-Services,-,142,11/6/2024,14,-,-,-,1347.6,4266.7,24,C-,-,32,A
1131,FUTU,Futu Holdings ADR,85,96,Finance-Invest Bnk/Bkrs,20.1,25,11/21/2024,26,9,-10,-6,0.2,13666.7,98,B+,A,10,A+
1132,FVR,FrontView REIT,3,44,Finance-Property REIT,-0.4,-,-,27,-,-,-,-,551.8,42,-,C,67,B
1133,FVRR,Fiverr International,96,82,Retail-Internet,25.9,13,2/19/2025,8,16,18,44,4.9,1123.9,96,A-,A,61,B+
1134,FWONK,Liberty Formula One C,81,72,Media-Diversified,4.7,23,11/7/2024,-2,82,1375,-67,5,19033.1,77,C,C,55,B+
1135,FWRD,Forward Air,4,88,Transportation-Truck,12.9,-,2/6/2025,92,-,-,-,-14.8,1011,53,B+,B,97,C+
1136,FWRG,First Watch Restaurant,28,23,Retail-Restaurants,4.7,45,11/7/2024,20,8,-20,-,-7,1056.6,37,B,B,74,B
1137,FYBR,Frontier Comms Parent,11,92,Telecom Svcs-Integrated,1.1,-,2/21/2025,4,-,-,0,-0.8,8701.9,64,B,D,27,A
1138,G,Genpact,84,76,Comml Svcs-Outsourcing,27.1,13,11/7/2024,6,10,7,17,-0.4,6964.9,85,B-,A,72,B
1139,GAB,Gabelli Equity Trust,0,49,Finance-Publ Inv Fd-Eqt,-,-,-,-,15,-3,6,0,1587.4,-,D+,-,120,C
1140,GANX,Gain Therapeutics,43,88,Medical-Biomed/Biotech,-141.6,-,11/8/2024,-,-,-,-,-5.3,56.7,62,B,E,34,A-
1141,GAP,Gap Inc,80,70,Retail-Apparel/Shoes/Acc,22.2,11,11/21/2024,5,59,4000,-,-2.1,8173.6,74,B,B,110,C+
1142,GATO,Gatos Silver,81,98,Mining-Gold/Silver/Gems,3.6,43,11/11/2024,-,-,300,157,3.8,1206.5,98,A+,-,14,A+
1143,GBCI,Glacier Bancorp,31,91,Banks-West/Southwest,7.6,32,1/23/2025,9,-4,-22,-47,0.4,5908,80,A-,C,28,A
1144,GBDC,Golub Capital BDC,84,26,Finance-Investment Mgmt,11.4,8,11/19/2024,11,7,24,36,-6.9,3969.1,74,C,A,36,A-
1145,GBTC,Grayscale Bitcoin Tr ETF,0,90,Finance-Publ Inv Fd-Eqt,-,-,-,-,109,94,318,3.3,15247.3,-,B,-,120,C
1146,GBTG,Global Bus Travel,65,83,Leisure-Travel Booking,-9.3,-,3/5/2025,5,-,-,-,25.7,3658.4,80,A+,D,17,A
